"Channel1","Channel2","Channel3","Channel4","Channel5","Channel6","Channel7","Channel8","Channel9","Channel10","Channel11","Channel12","Channel13","Channel14","Channel15","Channel16","Channel17","Channel18","Channel19","Channel20","Channel21","Channel22","Channel23","Channel24","Channel25","Channel26","Channel27","Channel28","Channel29","Channel30","Channel31","Channel32","Channel33","Channel34","Channel35","Channel36","Channel37","Channel38","Channel39","Channel40","Channel41","Channel42","Channel43","Channel44","Channel45","Channel46","Channel47","Channel48","Channel49","Channel50","Channel51","Channel52","Channel53","Channel54","Channel55","Channel56","Channel57","Channel58","Channel59","Channel60","Channel61","Channel62","Channel63","Channel64","Channel65","Channel66","Channel67","Channel68","Channel69","Channel70","Channel71","Channel72","Channel73","Channel74","Channel75","Channel76","Channel77","Channel78","Channel79","Channel80","Channel81","Channel82","Channel83","Channel84","Channel85","Channel86","Channel87","Channel88","Channel89","Channel90","Channel91","Channel92","Channel93","Channel94","Channel95","Channel96","Channel97","Channel98","Channel99","Channel100","Channel101","Channel102","Channel103","Channel104","Channel105","Channel106","Channel107","Channel108","Channel109","Channel110","Channel111","Channel112","Channel113","Channel114","Channel115","Channel116","Channel117","Channel118","Channel119","Channel120","Channel121","Channel122","Channel123","Channel124","Channel125","Channel126","Channel127","Channel128"
4,18,50,77,91,57,55,44,20,25,20,26,19,11,17,20,9,17,9,8,6,6,11,9,5,6,6,9,9,9,4,4,4,1,3,4,5,2,2,2,3,3,3,4,2,3,2,1,2,1,4,4,3,5,1,2,1,2,0,1,0,2,0,0,0,1,1,2,3,0,1,2,6,2,2,0,1,2,0,1,0,1,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,19,54,88,81,55,46,41,36,27,24,22,23,14,18,8,13,13,10,2,3,7,3,4,5,3,3,5,6,3,5,8,2,1,2,4,3,2,1,0,2,6,0,2,0,1,1,3,4,3,1,7,0,3,2,2,1,2,3,1,1,1,1,0,1,0,0,2,1,2,6,2,4,0,1,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,17,58,69,86,53,36,48,38,30,25,30,19,17,13,19,12,12,9,11,6,5,12,7,7,2,9,4,6,10,7,6,4,1,2,1,4,3,1,1,0,3,3,3,3,3,3,2,1,2,0,2,3,4,3,2,2,1,2,0,1,0,1,1,0,4,1,1,2,2,3,2,1,4,1,0,2,1,0,2,0,1,0,4,2,3,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,17,46,78,83,61,35,33,31,33,26,27,24,15,14,14,26,11,6,11,7,4,3,8,3,3,6,9,8,9,5,5,3,3,3,5,4,3,2,2,3,2,2,2,4,1,5,2,0,3,5,0,0,3,4,3,2,2,3,1,0,1,1,1,0,0,0,2,0,1,5,3,3,3,2,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,24,40,94,65,48,55,35,33,22,25,17,18,21,16,16,12,15,10,8,5,6,7,7,5,4,3,5,9,7,4,6,3,4,4,3,4,2,5,2,2,2,2,0,3,2,3,3,2,0,0,0,3,2,4,0,5,2,1,1,2,1,0,1,1,0,0,2,3,2,4,3,1,1,1,2,1,0,1,0,0,1,0,1,1,1,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,16,59,91,72,62,42,38,24,19,30,22,19,16,10,18,15,12,6,6,7,10,3,3,5,2,7,6,7,4,3,2,3,1,2,3,1,1,4,1,1,1,3,1,0,2,1,1,1,2,1,1,3,1,4,4,0,1,0,2,0,1,0,1,1,2,0,1,4,4,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19,43,78,66,63,57,37,35,30,31,31,19,19,16,9,11,11,11,9,2,2,10,8,7,5,7,2,9,3,5,2,4,4,1,5,3,4,3,2,2,2,3,0,1,2,1,5,1,1,2,0,3,4,1,2,2,3,0,3,1,0,1,0,2,3,0,1,1,3,2,3,1,0,0,1,0,1,1,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,16,44,79,79,54,55,39,26,22,31,20,15,19,15,18,13,14,8,2,4,5,3,6,3,3,4,4,10,4,6,5,1,5,3,3,1,2,3,1,2,0,3,4,3,1,3,0,2,2,1,0,1,4,0,2,2,1,3,0,2,0,1,1,0,3,0,1,2,4,5,1,2,0,0,0,1,0,1,0,1,0,1,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1
3,12,42,73,77,45,45,42,39,31,33,31,17,18,13,13,14,14,11,8,8,8,7,1,7,6,2,7,7,11,3,3,3,1,3,5,6,2,0,4,3,1,4,3,2,1,2,3,0,0,1,1,0,3,2,3,1,2,0,1,1,1,1,1,2,1,1,2,2,4,2,1,2,2,1,1,0,0,0,0,1,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,16,51,72,74,59,50,37,21,22,18,24,12,17,18,13,17,8,11,6,8,8,8,7,5,7,4,4,4,13,3,4,2,2,4,1,5,1,6,2,0,1,0,1,3,2,3,1,1,1,2,3,2,1,2,0,1,3,2,3,0,1,2,1,3,3,2,3,0,0,2,4,2,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,21,52,74,60,42,48,34,22,27,23,24,10,15,10,17,16,8,5,3,7,9,7,5,6,3,2,2,15,6,6,3,4,3,1,1,2,4,1,1,2,2,1,0,1,3,5,1,5,1,0,4,1,1,1,3,1,2,5,3,2,0,0,1,3,1,0,0,2,2,5,5,0,2,1,1,0,0,1,1,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,17,56,75,59,55,50,34,36,21,20,25,17,14,17,9,18,11,9,6,4,4,8,8,10,4,4,3,7,5,6,1,5,3,1,3,2,2,4,5,1,1,3,2,2,0,3,3,0,0,1,2,1,3,2,2,2,3,0,0,1,3,0,0,3,0,4,0,2,2,3,2,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,45,81,58,49,43,41,35,29,30,23,9,22,14,15,15,6,7,6,2,5,6,6,9,6,3,7,5,7,1,5,5,3,5,3,4,1,3,1,3,1,5,3,0,1,5,2,0,2,0,1,4,1,3,1,3,1,1,2,0,0,1,0,1,0,1,2,6,1,0,6,0,1,1,2,1,1,0,1,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,9,50,81,69,60,48,34,28,25,21,27,17,17,9,20,12,5,8,4,7,6,9,4,5,4,4,1,10,10,4,4,4,2,2,2,2,4,3,3,2,0,4,2,1,4,1,2,0,1,4,2,1,2,2,2,1,1,4,0,0,0,0,1,0,0,1,1,3,1,2,3,1,3,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4,13,59,55,71,61,47,34,34,29,18,18,17,14,15,10,14,11,12,12,6,5,5,4,3,9,1,7,4,7,4,3,5,1,5,3,3,2,1,3,3,4,1,3,3,5,0,1,1,1,2,1,6,2,0,1,4,1,0,1,2,1,1,0,2,2,2,1,3,3,4,1,2,2,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,19,58,91,71,47,34,36,26,27,25,27,16,18,9,15,17,18,5,7,5,6,3,8,4,2,7,4,8,8,5,4,1,0,2,0,2,3,2,4,2,3,0,3,0,4,2,2,0,2,2,2,1,1,4,0,1,0,1,2,1,2,2,0,0,2,3,3,3,5,5,3,2,1,0,0,2,0,0,0,2,0,1,1,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4,10,42,72,68,47,55,36,32,26,24,21,19,21,14,5,14,15,5,3,5,4,7,7,5,1,3,3,11,6,0,2,4,3,3,0,2,2,5,3,1,1,3,3,4,4,2,3,3,2,0,0,3,0,0,0,1,0,3,3,1,1,1,0,1,1,0,2,1,3,0,3,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,13,49,81,75,66,42,40,34,31,27,15,18,20,17,7,12,10,11,7,7,8,5,6,11,3,4,8,7,4,10,3,2,0,1,4,0,0,5,3,1,1,4,1,3,4,0,0,1,0,1,2,1,1,1,2,0,1,3,3,2,0,1,1,0,0,1,5,4,2,1,0,1,2,0,0,1,2,0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,9,48,82,67,58,42,35,35,19,31,23,16,25,14,13,20,16,5,5,2,3,7,9,3,4,6,4,5,5,7,3,1,6,3,0,1,0,3,3,0,1,3,2,1,2,1,3,2,0,0,2,3,3,1,3,4,3,0,2,1,1,1,0,2,1,0,1,2,5,4,6,2,0,0,1,2,2,1,0,1,1,1,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
6,13,51,60,72,56,50,37,36,18,22,20,21,17,16,10,24,13,12,3,10,3,3,5,2,3,8,6,4,8,11,0,3,2,3,2,4,1,0,1,0,1,6,0,1,5,3,0,1,2,2,2,4,4,3,2,1,0,1,0,2,0,0,2,1,2,1,1,1,2,1,1,0,1,0,1,0,1,0,1,2,1,0,0,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,64,80,68,65,50,32,30,19,24,26,17,14,15,18,12,16,7,4,8,0,6,5,2,3,9,3,11,5,2,0,3,4,1,4,3,3,3,1,4,3,1,4,1,1,0,4,1,2,2,2,2,1,4,2,2,3,4,1,2,1,1,1,0,0,0,1,2,2,4,1,2,0,0,0,0,1,1,0,0,1,0,1,0,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,23,53,65,72,56,32,42,24,23,19,31,13,13,13,13,9,12,6,5,7,4,2,4,7,4,3,3,8,5,7,7,5,4,2,2,2,1,5,3,1,0,2,5,2,1,3,1,2,1,2,1,4,1,2,3,0,4,6,1,0,1,1,1,0,1,0,1,2,1,1,3,2,0,0,1,0,1,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,14,52,68,56,59,38,35,32,29,28,25,18,12,15,18,19,11,12,4,5,9,7,4,5,3,5,4,6,8,4,3,4,3,6,1,2,1,2,3,2,1,2,2,1,1,3,2,1,1,0,1,1,2,2,1,3,0,2,1,1,2,2,2,0,2,0,0,1,0,2,5,2,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14,55,68,63,56,41,40,34,30,28,24,18,22,17,7,19,16,5,9,9,4,4,1,2,6,4,2,4,8,6,1,4,3,2,2,4,1,2,5,0,1,2,7,3,3,1,1,0,1,2,1,0,3,3,5,3,1,1,1,3,3,0,1,1,1,0,1,2,4,4,1,3,0,0,1,0,0,1,0,1,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,10,53,76,68,47,40,34,29,34,20,19,16,15,13,12,16,10,10,7,9,9,10,8,5,1,2,13,2,13,5,3,6,2,4,5,2,4,1,2,1,1,4,1,1,1,3,1,1,0,1,0,1,2,1,2,3,0,4,1,0,0,0,1,1,0,0,3,1,5,0,1,1,0,2,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,67,81,63,52,48,38,34,22,16,21,19,21,11,9,17,8,8,9,8,5,5,6,10,3,3,5,11,4,1,3,2,3,6,1,4,2,2,2,3,1,1,1,2,2,1,3,3,2,0,0,1,2,3,3,2,3,1,1,0,0,1,1,1,0,1,1,3,2,2,4,3,2,1,0,2,0,1,0,1,1,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,40,87,59,45,45,28,44,29,12,15,16,16,14,7,21,18,7,4,6,8,5,4,8,4,4,5,9,3,4,2,5,2,1,3,4,2,3,3,2,2,2,3,4,2,7,1,1,2,2,4,3,4,2,2,3,0,0,0,1,1,0,0,1,0,0,2,1,3,2,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,42,78,65,61,46,33,24,22,19,27,20,17,16,16,20,9,6,9,3,3,4,4,3,3,5,3,5,9,5,3,4,2,6,1,2,1,1,2,1,1,1,5,4,0,6,2,1,1,3,3,4,2,3,1,0,0,1,0,2,0,2,1,1,0,2,1,1,1,4,3,1,2,1,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4,9,54,68,63,69,29,27,28,34,29,19,24,10,14,8,13,15,12,6,4,5,2,7,3,4,4,8,6,9,3,5,4,4,2,1,2,4,4,5,2,1,4,4,4,1,2,2,2,0,1,2,1,3,2,4,2,1,1,0,1,1,0,1,2,2,3,4,2,0,3,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,19,55,78,64,61,47,43,44,31,26,18,25,19,14,12,16,6,8,8,2,4,4,6,4,3,4,6,7,15,2,3,2,3,1,5,2,2,1,1,4,2,2,2,2,2,0,0,2,2,1,3,4,1,1,4,0,1,3,3,0,2,0,1,1,0,1,1,0,1,1,3,0,2,1,0,0,1,1,0,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2
4,27,46,61,73,56,38,45,48,21,17,21,35,21,11,17,18,15,5,10,8,8,7,4,8,6,4,5,7,3,3,4,1,2,1,4,2,3,3,0,5,1,4,2,1,3,3,1,4,1,4,1,0,2,2,3,2,0,2,3,3,1,1,0,1,0,2,3,3,1,4,1,1,2,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,14,46,82,67,49,46,38,28,26,24,27,19,11,14,16,6,7,3,9,9,4,6,5,5,4,2,3,4,11,3,1,3,2,3,4,0,3,3,3,2,2,1,1,3,5,1,3,2,1,2,0,2,1,2,3,0,0,2,4,1,0,0,2,1,0,0,1,3,4,4,3,3,0,0,0,1,0,0,1,1,0,2,0,2,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,18,55,67,65,53,44,33,36,34,28,20,29,12,21,14,9,16,8,4,6,7,6,5,8,8,4,4,6,10,7,2,4,3,1,1,7,4,2,2,4,3,1,4,1,0,2,2,1,2,4,1,3,0,1,3,3,1,1,0,0,0,0,2,0,0,1,2,4,3,0,2,1,1,2,1,0,1,2,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
3,21,52,77,67,57,39,44,28,38,19,30,13,20,15,12,13,19,7,8,7,7,5,9,5,3,3,3,14,11,3,3,3,1,1,2,0,4,1,3,2,1,3,4,4,3,3,0,6,1,1,2,2,3,2,3,0,1,3,0,1,1,0,1,1,0,1,0,0,2,4,8,2,2,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,60,70,78,54,54,32,43,18,24,19,10,15,19,10,15,16,7,8,10,4,10,8,6,3,4,9,6,9,8,9,4,4,3,3,8,3,4,2,2,2,2,4,3,2,4,4,3,2,0,1,2,3,8,0,2,0,1,1,3,1,1,3,2,0,1,2,3,7,4,2,2,1,3,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,23,45,79,85,55,55,36,31,23,21,30,21,17,9,14,20,14,6,4,6,3,7,7,4,3,3,8,4,8,4,0,1,5,1,3,3,3,4,0,2,1,4,0,3,2,3,0,4,0,2,0,1,0,2,2,5,3,0,4,0,4,1,0,0,0,1,2,3,5,2,1,2,1,0,1,1,2,1,0,1,0,1,1,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,43,83,63,54,52,43,27,33,25,31,23,16,11,18,20,15,7,9,5,5,4,9,4,9,8,4,8,3,5,3,3,1,1,3,3,0,2,1,3,0,4,4,2,3,3,0,3,3,1,1,2,2,2,1,1,0,2,1,2,2,0,0,1,1,1,1,1,3,3,5,2,1,1,1,1,2,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6,15,77,63,72,54,56,47,33,27,30,23,14,17,20,22,17,13,6,7,11,7,5,7,6,4,4,7,2,6,2,4,3,4,3,3,5,3,3,0,1,6,3,4,6,2,0,2,0,5,2,3,3,2,1,2,2,1,2,0,0,0,1,2,0,0,0,2,5,5,3,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,9,56,79,58,63,58,35,29,29,30,24,19,16,11,18,7,17,11,4,10,7,7,9,6,6,4,6,7,2,8,1,2,4,0,8,0,3,3,3,1,2,2,2,2,1,1,0,1,1,1,2,3,2,3,1,3,0,3,3,0,0,0,1,0,0,0,0,3,4,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
5,19,61,85,70,53,55,36,38,28,21,33,13,18,20,15,18,13,9,2,6,5,5,7,7,4,1,5,10,9,5,4,0,2,2,1,3,0,1,2,2,2,3,6,3,1,6,2,2,1,2,1,0,4,2,3,4,1,2,4,2,0,0,1,0,0,2,2,2,4,1,5,4,3,1,1,0,0,0,0,1,1,0,0,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,16,57,104,66,84,61,46,36,26,27,21,19,17,20,21,12,12,10,4,6,5,8,7,7,4,4,6,4,5,6,4,4,2,5,7,3,3,2,2,4,1,1,2,3,8,2,1,0,2,1,1,2,2,3,3,0,1,1,1,0,0,0,0,1,0,0,0,1,6,7,2,1,0,2,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,24,41,85,83,78,55,35,35,34,15,24,23,12,19,9,16,8,10,6,6,7,2,4,5,6,4,4,5,4,7,4,1,2,5,1,2,2,0,3,2,1,1,1,2,2,3,2,0,0,1,0,2,2,2,2,3,3,1,0,1,1,0,0,0,1,1,0,5,2,5,2,1,1,1,2,0,0,0,0,0,1,2,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3,17,44,71,85,62,43,37,27,24,18,18,19,18,21,8,12,16,13,6,9,6,2,5,11,5,4,5,5,10,5,7,6,2,1,2,6,4,1,2,0,1,2,3,2,6,2,3,2,1,1,1,4,4,5,1,1,0,2,1,1,2,2,1,2,1,1,2,0,4,2,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,0
5,19,54,86,62,59,42,40,32,29,26,26,14,19,15,11,13,12,6,7,8,2,4,3,4,8,6,6,7,6,11,3,2,3,1,2,4,5,2,5,2,1,1,2,3,3,0,2,0,1,3,1,2,0,1,5,0,1,1,1,2,0,0,0,0,0,1,2,2,4,2,3,0,3,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
4,14,55,82,67,58,55,35,35,30,32,18,19,17,20,13,13,14,12,9,8,6,11,4,5,4,2,4,4,4,6,1,7,0,1,2,0,3,1,1,0,2,3,3,3,3,1,0,0,0,1,1,0,0,4,0,3,3,1,1,5,1,1,1,0,1,0,1,1,7,3,4,2,2,0,1,0,1,1,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4,21,43,86,73,63,59,39,35,32,27,19,13,10,20,14,11,12,5,5,14,7,6,9,6,5,5,7,7,7,5,5,1,0,5,5,6,3,5,2,1,2,1,1,4,0,2,2,0,2,2,1,0,1,2,4,2,1,1,5,2,3,0,1,1,1,0,1,3,4,2,3,4,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,17,59,89,64,67,56,34,35,43,21,18,21,16,15,9,25,12,7,8,8,5,6,3,12,8,1,12,4,2,4,3,4,5,2,1,3,2,4,2,2,3,1,3,3,3,2,3,1,0,3,0,3,1,1,2,3,2,1,1,1,0,1,0,1,1,4,2,2,6,5,2,1,2,1,1,1,0,2,0,0,0,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3,16,62,83,85,57,40,33,36,36,24,32,21,16,12,7,21,10,7,9,9,8,8,6,2,6,4,3,12,9,4,4,5,1,3,6,4,3,0,4,0,6,4,2,6,2,3,0,3,1,0,2,3,0,1,5,4,2,2,3,0,2,0,0,1,2,3,0,2,3,2,2,1,1,0,0,3,0,0,0,1,1,1,1,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0
9,11,46,73,83,65,59,42,38,41,28,20,22,26,18,12,17,11,12,1,9,6,4,6,5,8,9,7,12,8,2,3,4,4,4,1,0,2,1,2,3,5,2,1,2,4,1,3,4,2,2,0,2,2,5,3,3,1,2,0,0,3,0,2,0,0,1,2,1,4,4,8,1,1,0,0,0,1,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,16,37,90,79,63,69,38,39,21,23,24,29,27,18,13,17,12,9,12,13,6,5,3,3,5,4,4,9,11,11,5,2,2,3,4,6,3,1,3,6,4,1,1,2,1,2,2,1,3,4,2,1,1,1,2,2,1,1,3,2,0,1,2,0,1,0,1,2,2,2,3,2,1,1,0,0,0,1,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,19,52,98,73,68,35,36,25,36,24,25,24,20,14,13,7,10,10,3,8,10,6,6,7,2,5,7,8,7,9,1,1,2,4,4,2,7,5,3,1,2,2,1,0,2,2,3,0,2,3,0,3,3,3,3,5,2,2,1,2,2,0,3,0,2,1,3,1,3,2,3,4,0,2,1,2,1,1,0,1,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5,24,52,87,73,54,50,51,44,33,28,17,20,16,15,14,12,13,9,7,9,2,6,8,3,4,4,3,10,7,6,5,5,3,4,7,2,3,1,1,2,2,2,3,5,3,4,4,2,1,3,3,2,2,3,4,1,1,1,2,1,2,0,0,1,1,2,2,1,2,4,4,1,0,0,1,0,1,0,0,0,0,1,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
